hs10,hs6,품목명,상위설명,영문품목명
8474100000,847410,선별기ㆍ기계식 체ㆍ분리기ㆍ세척기,"선별기ㆍ기계식 체ㆍ분리기ㆍ세척기ㆍ파쇄기ㆍ분쇄기ㆍ혼합기ㆍ반죽기(고체 모양ㆍ분말 모양ㆍ페이스트 모양인 토양ㆍ돌ㆍ광석이나 그 밖의 광물성 물질의 처리용으로 한정한다), 조괴기(造塊機)ㆍ형입기ㆍ성형기(成形機)(고체의 광물성 연료ㆍ세라믹페이스트ㆍ굳지 않은 시멘트ㆍ석고ㆍ가루 모양이나 페이스트 모양인 그 밖의 광물성 생산품의 처리용으로 한정한다), 주물용 사형(砂型)의 성형기(成形機)","Sorting, screening, separating or washing machines"
8474201000,847420,파쇄ㆍ분쇄능력이 시간당 20톤 이하인 것,"선별기ㆍ기계식 체ㆍ분리기ㆍ세척기ㆍ파쇄기ㆍ분쇄기ㆍ혼합기ㆍ반죽기(고체 모양ㆍ분말 모양ㆍ페이스트 모양인 토양ㆍ돌ㆍ광석이나 그 밖의 광물성 물질의 처리용으로 한정한다), 조괴기(造塊機)ㆍ형입기ㆍ성형기(成形機)(고체의 광물성 연료ㆍ세라믹페이스트ㆍ굳지 않은 시멘트ㆍ석고ㆍ가루 모양이나 페이스트 모양인 그 밖의 광물성 생산품의 처리용으로 한정한다), 주물용 사형(砂型)의 성형기(成形機) > 파쇄기나 분쇄기",Of crushing or grinding capacity not exceeding 20 tons per hour
8474209000,847420,기타,"선별기ㆍ기계식 체ㆍ분리기ㆍ세척기ㆍ파쇄기ㆍ분쇄기ㆍ혼합기ㆍ반죽기(고체 모양ㆍ분말 모양ㆍ페이스트 모양인 토양ㆍ돌ㆍ광석이나 그 밖의 광물성 물질의 처리용으로 한정한다), 조괴기(造塊機)ㆍ형입기ㆍ성형기(成形機)(고체의 광물성 연료ㆍ세라믹페이스트ㆍ굳지 않은 시멘트ㆍ석고ㆍ가루 모양이나 페이스트 모양인 그 밖의 광물성 생산품의 처리용으로 한정한다), 주물용 사형(砂型)의 성형기(成形機) > 파쇄기나 분쇄기",Other
8474311000,847431,배처 플랜트,"선별기ㆍ기계식 체ㆍ분리기ㆍ세척기ㆍ파쇄기ㆍ분쇄기ㆍ혼합기ㆍ반죽기(고체 모양ㆍ분말 모양ㆍ페이스트 모양인 토양ㆍ돌ㆍ광석이나 그 밖의 광물성 물질의 처리용으로 한정한다), 조괴기(造塊機)ㆍ형입기ㆍ성형기(成形機)(고체의 광물성 연료ㆍ세라믹페이스트ㆍ굳지 않은 시멘트ㆍ석고ㆍ가루 모양이나 페이스트 모양인 그 밖의 광물성 생산품의 처리용으로 한정한다), 주물용 사형(砂型)의 성형기(成形機) > 혼합기나 반죽기 > 콘크리트 혼합기나 모르타르 혼합기",Batcher plants
8474319000,847431,기타,"선별기ㆍ기계식 체ㆍ분리기ㆍ세척기ㆍ파쇄기ㆍ분쇄기ㆍ혼합기ㆍ반죽기(고체 모양ㆍ분말 모양ㆍ페이스트 모양인 토양ㆍ돌ㆍ광석이나 그 밖의 광물성 물질의 처리용으로 한정한다), 조괴기(造塊機)ㆍ형입기ㆍ성형기(成形機)(고체의 광물성 연료ㆍ세라믹페이스트ㆍ굳지 않은 시멘트ㆍ석고ㆍ가루 모양이나 페이스트 모양인 그 밖의 광물성 생산품의 처리용으로 한정한다), 주물용 사형(砂型)의 성형기(成形機) > 혼합기나 반죽기 > 콘크리트 혼합기나 모르타르 혼합기",Other
8474321000,847432,아스팔트 플랜트,"선별기ㆍ기계식 체ㆍ분리기ㆍ세척기ㆍ파쇄기ㆍ분쇄기ㆍ혼합기ㆍ반죽기(고체 모양ㆍ분말 모양ㆍ페이스트 모양인 토양ㆍ돌ㆍ광석이나 그 밖의 광물성 물질의 처리용으로 한정한다), 조괴기(造塊機)ㆍ형입기ㆍ성형기(成形機)(고체의 광물성 연료ㆍ세라믹페이스트ㆍ굳지 않은 시멘트ㆍ석고ㆍ가루 모양이나 페이스트 모양인 그 밖의 광물성 생산품의 처리용으로 한정한다), 주물용 사형(砂型)의 성형기(成形機) > 혼합기나 반죽기 > 역청질과 광물성 재료의 혼합기",Asphalt plants
8474329000,847432,기타,"선별기ㆍ기계식 체ㆍ분리기ㆍ세척기ㆍ파쇄기ㆍ분쇄기ㆍ혼합기ㆍ반죽기(고체 모양ㆍ분말 모양ㆍ페이스트 모양인 토양ㆍ돌ㆍ광석이나 그 밖의 광물성 물질의 처리용으로 한정한다), 조괴기(造塊機)ㆍ형입기ㆍ성형기(成形機)(고체의 광물성 연료ㆍ세라믹페이스트ㆍ굳지 않은 시멘트ㆍ석고ㆍ가루 모양이나 페이스트 모양인 그 밖의 광물성 생산품의 처리용으로 한정한다), 주물용 사형(砂型)의 성형기(成形機) > 혼합기나 반죽기 > 역청질과 광물성 재료의 혼합기",Other
8474390000,847439,기타,"선별기ㆍ기계식 체ㆍ분리기ㆍ세척기ㆍ파쇄기ㆍ분쇄기ㆍ혼합기ㆍ반죽기(고체 모양ㆍ분말 모양ㆍ페이스트 모양인 토양ㆍ돌ㆍ광석이나 그 밖의 광물성 물질의 처리용으로 한정한다), 조괴기(造塊機)ㆍ형입기ㆍ성형기(成形機)(고체의 광물성 연료ㆍ세라믹페이스트ㆍ굳지 않은 시멘트ㆍ석고ㆍ가루 모양이나 페이스트 모양인 그 밖의 광물성 생산품의 처리용으로 한정한다), 주물용 사형(砂型)의 성형기(成形機) > 혼합기나 반죽기",Other
8474801000,847480,주물용 사형의 성형기,"선별기ㆍ기계식 체ㆍ분리기ㆍ세척기ㆍ파쇄기ㆍ분쇄기ㆍ혼합기ㆍ반죽기(고체 모양ㆍ분말 모양ㆍ페이스트 모양인 토양ㆍ돌ㆍ광석이나 그 밖의 광물성 물질의 처리용으로 한정한다), 조괴기(造塊機)ㆍ형입기ㆍ성형기(成形機)(고체의 광물성 연료ㆍ세라믹페이스트ㆍ굳지 않은 시멘트ㆍ석고ㆍ가루 모양이나 페이스트 모양인 그 밖의 광물성 생산품의 처리용으로 한정한다), 주물용 사형(砂型)의 성형기(成形機) > 그 밖의 기계",Machines for forming foundry moulds of sands
8474802000,847480,조괴기(造塊機)ㆍ형입기와 성형기,"선별기ㆍ기계식 체ㆍ분리기ㆍ세척기ㆍ파쇄기ㆍ분쇄기ㆍ혼합기ㆍ반죽기(고체 모양ㆍ분말 모양ㆍ페이스트 모양인 토양ㆍ돌ㆍ광석이나 그 밖의 광물성 물질의 처리용으로 한정한다), 조괴기(造塊機)ㆍ형입기ㆍ성형기(成形機)(고체의 광물성 연료ㆍ세라믹페이스트ㆍ굳지 않은 시멘트ㆍ석고ㆍ가루 모양이나 페이스트 모양인 그 밖의 광물성 생산품의 처리용으로 한정한다), 주물용 사형(砂型)의 성형기(成形機) > 그 밖의 기계","Machinery for agglomerating, moulding or shaping"
8474809000,847480,기타,"선별기ㆍ기계식 체ㆍ분리기ㆍ세척기ㆍ파쇄기ㆍ분쇄기ㆍ혼합기ㆍ반죽기(고체 모양ㆍ분말 모양ㆍ페이스트 모양인 토양ㆍ돌ㆍ광석이나 그 밖의 광물성 물질의 처리용으로 한정한다), 조괴기(造塊機)ㆍ형입기ㆍ성형기(成形機)(고체의 광물성 연료ㆍ세라믹페이스트ㆍ굳지 않은 시멘트ㆍ석고ㆍ가루 모양이나 페이스트 모양인 그 밖의 광물성 생산품의 처리용으로 한정한다), 주물용 사형(砂型)의 성형기(成形機) > 그 밖의 기계",Other
8474900000,847490,부분품,"선별기ㆍ기계식 체ㆍ분리기ㆍ세척기ㆍ파쇄기ㆍ분쇄기ㆍ혼합기ㆍ반죽기(고체 모양ㆍ분말 모양ㆍ페이스트 모양인 토양ㆍ돌ㆍ광석이나 그 밖의 광물성 물질의 처리용으로 한정한다), 조괴기(造塊機)ㆍ형입기ㆍ성형기(成形機)(고체의 광물성 연료ㆍ세라믹페이스트ㆍ굳지 않은 시멘트ㆍ석고ㆍ가루 모양이나 페이스트 모양인 그 밖의 광물성 생산품의 처리용으로 한정한다), 주물용 사형(砂型)의 성형기(成形機)",Parts
8475100000,847510,전기램프나 전자램프ㆍ튜브ㆍ밸브ㆍ섬광전구(flashbulb)(외피를 유리로 만든 것으로 한정한다)의 조립기계,전기램프나 전자램프ㆍ튜브ㆍ밸브ㆍ섬광전구(외피를 유리로 만든 것으로 한정한다)의 조립기계와 유리나 유리제품의 제조용이나 열간(熱間)가공용 기계,"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass envelopes"
8475210000,847521,광섬유와 광섬유 예비성형품 제조용 기계,전기램프나 전자램프ㆍ튜브ㆍ밸브ㆍ섬광전구(외피를 유리로 만든 것으로 한정한다)의 조립기계와 유리나 유리제품의 제조용이나 열간(熱間)가공용 기계 > 유리나 유리제품의 제조용이나 열간(熱間)가공용 기계,Machines for making optical fibres and preforms thereof
8475291000,847529,판유리 제조용,전기램프나 전자램프ㆍ튜브ㆍ밸브ㆍ섬광전구(외피를 유리로 만든 것으로 한정한다)의 조립기계와 유리나 유리제품의 제조용이나 열간(熱間)가공용 기계 > 유리나 유리제품의 제조용이나 열간(熱間)가공용 기계 > 기타,For the manufacture of plate glass
8475292000,847529,유리병 제조용,전기램프나 전자램프ㆍ튜브ㆍ밸브ㆍ섬광전구(외피를 유리로 만든 것으로 한정한다)의 조립기계와 유리나 유리제품의 제조용이나 열간(熱間)가공용 기계 > 유리나 유리제품의 제조용이나 열간(熱間)가공용 기계 > 기타,For the manufacture of glass-bottle
8475299000,847529,기타,전기램프나 전자램프ㆍ튜브ㆍ밸브ㆍ섬광전구(외피를 유리로 만든 것으로 한정한다)의 조립기계와 유리나 유리제품의 제조용이나 열간(熱間)가공용 기계 > 유리나 유리제품의 제조용이나 열간(熱間)가공용 기계 > 기타,Other
8475901000,847590,판유리 제조용,전기램프나 전자램프ㆍ튜브ㆍ밸브ㆍ섬광전구(외피를 유리로 만든 것으로 한정한다)의 조립기계와 유리나 유리제품의 제조용이나 열간(熱間)가공용 기계 > 부분품,Of machines for the manufacture of plate glass
8475902000,847590,광섬유와 광섬유 예비성형품 제조용,전기램프나 전자램프ㆍ튜브ㆍ밸브ㆍ섬광전구(외피를 유리로 만든 것으로 한정한다)의 조립기계와 유리나 유리제품의 제조용이나 열간(熱間)가공용 기계 > 부분품,Of machines for making optical fibres and preforms thereof
8475909000,847590,기타,전기램프나 전자램프ㆍ튜브ㆍ밸브ㆍ섬광전구(외피를 유리로 만든 것으로 한정한다)의 조립기계와 유리나 유리제품의 제조용이나 열간(熱間)가공용 기계 > 부분품,Other
8476210000,847621,가열장치나 냉장장치를 갖춘 것,물품의 자동판매기(예: 우표ㆍ담배ㆍ식품ㆍ음료의 자동판매기)와 화폐교환기 > 음료 자동판매기,Incorporating heating or refrigerating devices
8476290000,847629,기타,물품의 자동판매기(예: 우표ㆍ담배ㆍ식품ㆍ음료의 자동판매기)와 화폐교환기 > 음료 자동판매기,Other
8476810000,847681,가열장치나 냉장장치를 갖춘 것,물품의 자동판매기(예: 우표ㆍ담배ㆍ식품ㆍ음료의 자동판매기)와 화폐교환기 > 그 밖의 기계,Incorporating heating or refrigerating devices
8476891000,847689,식품 자동판매기,물품의 자동판매기(예: 우표ㆍ담배ㆍ식품ㆍ음료의 자동판매기)와 화폐교환기 > 그 밖의 기계 > 기타,For selling foods
8476894000,847689,화폐 교환기,물품의 자동판매기(예: 우표ㆍ담배ㆍ식품ㆍ음료의 자동판매기)와 화폐교환기 > 그 밖의 기계 > 기타,For money-changing
8476899000,847689,기타,물품의 자동판매기(예: 우표ㆍ담배ㆍ식품ㆍ음료의 자동판매기)와 화폐교환기 > 그 밖의 기계 > 기타,Other
8476901000,847690,화폐교환기의 것,물품의 자동판매기(예: 우표ㆍ담배ㆍ식품ㆍ음료의 자동판매기)와 화폐교환기 > 부분품,Of money-changing machines
8476909000,847690,기타,물품의 자동판매기(예: 우표ㆍ담배ㆍ식품ㆍ음료의 자동판매기)와 화폐교환기 > 부분품,Other
8477101000,847710,고무 공업용,고무나 플라스틱을 가공하거나 이들 재료로 제품을 제조하는 기계(이 류에 따로 분류되지 않은 것으로 한정한다) > 사출 성형기,For rubber-industry
8477102000,847710,플라스틱 공업용,고무나 플라스틱을 가공하거나 이들 재료로 제품을 제조하는 기계(이 류에 따로 분류되지 않은 것으로 한정한다) > 사출 성형기,For plastic-industry
8477201000,847720,고무 공업용,고무나 플라스틱을 가공하거나 이들 재료로 제품을 제조하는 기계(이 류에 따로 분류되지 않은 것으로 한정한다) > 압출기,For rubber-industry
8477202000,847720,플라스틱 공업용,고무나 플라스틱을 가공하거나 이들 재료로 제품을 제조하는 기계(이 류에 따로 분류되지 않은 것으로 한정한다) > 압출기,For plastic-industry
8477300000,847730,취입 성형기,고무나 플라스틱을 가공하거나 이들 재료로 제품을 제조하는 기계(이 류에 따로 분류되지 않은 것으로 한정한다),Blow moulding machines
